Date,VaR 99%,VaR 95%,VaR 90%
2020-04-27,5.507051347870112,3.441988817240785,2.4107825894452657
2020-04-28,5.404392843169483,3.377766242449111,2.3648128959983685
2020-04-29,6.123179428936617,3.806883017855291,2.6879850510549685
2020-04-30,5.548079248050632,3.4449836176274373,2.43040743703972
2020-05-01,6.121579119598523,3.805487557122814,2.6975580144346636
2020-05-04,5.697837730000574,3.538859827029101,2.5067448615067582
2020-05-05,5.276874108520557,3.274411229347624,2.309299306180788
2020-05-06,4.8148428330152875,2.983693555764939,2.102081389665366
2020-05-07,4.56247079476463,2.825349141404849,1.9885941400202198
2020-05-08,4.3428264441693125,2.6873127581605103,1.8906257330944414
2020-05-11,4.07962405891005,2.494257591797725,1.7538218129038592
2020-05-12,4.328222123107746,2.677962330395554,1.8832460349886444
2020-05-13,4.198718746592469,2.5962541931148673,1.8260035355381292
2020-05-14,3.95806128134822,2.4450160702024095,1.719435324867046
2020-05-15,3.6603032073863626,2.257864864050914,1.5870761578643273
2020-05-18,3.8857503306842087,2.3997480897935284,1.6887246133605434
2020-05-19,3.5866178613567357,2.2115785843291906,1.5560862095831713
2020-05-20,3.8545138878107825,2.3801616299834696,1.6772454557391394
2020-05-21,3.768737784643738,2.3136698759486443,1.6321513639731844
2020-05-22,3.460719649455192,2.1224907710607654,1.4938076134134757
2020-05-26,3.194730078793267,1.9587227284952538,1.3741306337176065
2020-05-27,2.97646946701596,1.8232521897555107,1.2761514650522583
2020-05-28,2.779395459412733,1.7002209416543528,1.188731671671055
2020-05-29,2.9587052161106606,1.8122328504659238,1.2688554171463662
2020-06-01,2.7593259617726806,1.6876007850840458,1.1799637210432161
2020-06-02,2.6138276868026806,1.5969715571892875,1.1158279735189534
2020-06-03,2.468767901194784,1.5064531354765869,1.051047803310863
2020-06-04,2.4947600749601793,1.5231469355691238,1.0637754841393563
2020-06-05,3.0920145158821186,1.8916661401997823,1.3315662688531937
2020-06-08,2.9392198566176435,1.7964265244481692,1.2593621935434507
2020-06-09,2.7803062103806324,1.6976860339188935,1.187850239989548
2020-06-10,2.8593213904247503,1.7474868034448117,1.2234302220522002
2020-06-11,6.249837478454063,3.7879566297732055,2.6880480347817755
2020-06-12,5.692253701615592,3.445671899171672,2.440700037957002
